CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,Reason for Stop
2025-01-06 06:35:08.027000,7166301.0,CTDI00300,Mohegan Tribal Police,Racial Profile,182     ,342116,Incident Id,2025-01-01 00:00:00,January,W,N,M,45,True,False,UNCASVILLE,SANDY DESERT RD/MS BLVD,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,I,,,,,False,1.0,COLLECT,65ffae34-21f2-4348-8,2025-01-01 03:02:00,03:02:00,2025,MV-32,,,2025,Traffic Control Signal
2025-01-20 06:35:08.397000,7185002.0,CTDI00300,Mohegan Tribal Police,Racial Profile,179     ,342427,Incident Id,2025-01-14 00:00:00,January,B,H,M,20,True,False,UNCASVILLE,EMMA BAKER WAY,  ,  ,V,G,3.0,0,14-215,,False,N,False,False,M,,,,,False,1.0,COLLECT,23a26d65-04d5-4e6b-a,2025-01-14 20:46:00,20:46:00,2025,,,,2025,Administrative Offense
2025-01-20 06:35:08.440000,7185014.0,CTDI00300,Mohegan Tribal Police,Racial Profile,PSC10115,342439,Incident Id,2025-01-16 00:00:00,January,A,N,F,35,False,False,UNCASVILLE,1 MOHEGAN SUN BLVD,  ,  ,V,G,1.0,0,MV-45,,False,N,False,False,V,,,,,False,1.0,COLLECT,23a26d65-04d5-4e6b-a,2025-01-16 06:00:00,06:00:00,2025,,,,2025,Other
2025-02-03 06:35:07.927000,7187240.0,CTDI00300,Mohegan Tribal Police,Racial Profile,119     ,342551,Incident Id,2025-01-27 00:00:00,January,W,H,M,55,True,False,UNCASVILLE,SAMSON OCCUM CROSS RD,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,COLLECT,f5d9a7b0-05c1-47f5-9,2025-01-27 22:15:00,22:15:00,2025,MV-34,,,2025,Stop Sign
2025-02-03 06:35:07.923000,7187239.0,CTDI00300,Mohegan Tribal Police,Racial Profile,119     ,342550,Incident Id,2025-01-27 00:00:00,January,A,N,M,42,True,False,UNCASVILLE,ROUTE 32,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,COLLECT,f5d9a7b0-05c1-47f5-9,2025-01-27 22:05:00,22:05:00,2025,MV-34,,,2025,Stop Sign
2025-02-03 06:35:07.930000,7187242.0,CTDI00300,Mohegan Tribal Police,Racial Profile,181     ,342553,Incident Id,2025-01-27 00:00:00,January,W,N,M,47,True,False,UNCASVILLE,MOHEGAN SUN BOULEVARD,  ,  ,V,G,1.0,0,14-230(A),,False,N,False,False,V,,,,,False,1.0,COLLECT,f5d9a7b0-05c1-47f5-9,2025-01-27 23:14:00,23:14:00,2025,MV-15,,,2025,Moving Violation
2025-02-03 06:35:07.930000,7187241.0,CTDI00300,Mohegan Tribal Police,Racial Profile,187     ,342552,Incident Id,2025-01-27 00:00:00,January,B,N,M,37,True,False,UNCASVILLE,SAMSON OCCUM CROSS RD,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,COLLECT,f5d9a7b0-05c1-47f5-9,2025-01-27 22:33:00,22:33:00,2025,MV-34,,,2025,Stop Sign
2025-02-03 06:35:08.057000,7187279.0,CTDI00300,Mohegan Tribal Police,Racial Profile,192     ,342590,Incident Id,2025-01-28 00:00:00,January,W,N,F,18,True,False,UNCASVILLE,SAMSON OCCUM CROSS RD,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,COLLECT,f5d9a7b0-05c1-47f5-9,2025-01-28 21:38:00,21:38:00,2025,,,,2025,Stop Sign
2025-02-03 06:35:08.053000,7187278.0,CTDI00300,Mohegan Tribal Police,Racial Profile,192     ,342589,Incident Id,2025-01-28 00:00:00,January,A,N,M,75,True,False,UNCASVILLE,WINTER J LOT,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,COLLECT,f5d9a7b0-05c1-47f5-9,2025-01-28 21:24:00,21:24:00,2025,,,,2025,Stop Sign
2025-02-24 06:35:09.330000,7229209.0,CTDI00300,Mohegan Tribal Police,Racial Profile,PSC10120,342903,Incident Id,2025-02-20 00:00:00,February,A,N,M,42,False,False,UNCASVILLE,INBOUND MOHEGAN SUN BLVD,  ,  ,V,G,1.0,0,MV-31,,False,N,False,False,V,,,,,False,1.0,COLLECT,1b77df72-a3ed-4f9f-b,2025-02-20 23:37:00,23:37:00,2025,,,,2025,Other
2025-03-17 06:35:09.477000,7305568.0,CTDI00300,Mohegan Tribal Police,Racial Profile,182     ,343485,Incident Id,2025-03-09 00:00:00,March,B,N,M,32,True,False,UNCASVILLE,EMMA BAKER WAY,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,COLLECT,4c659ffc-b0fb-420c-a,2025-03-09 23:28:00,23:28:00,2025,,,,2025,Stop Sign
2025-03-17 06:35:09.613000,7305613.0,CTDI00300,Mohegan Tribal Police,Racial Profile,182     ,343530,Incident Id,2025-03-12 00:00:00,March,W,N,F,26,True,False,UNCASVILLE,MOHEGAN SUN BOULEVARD,  ,  ,V,G,1.0,0,14-96A(A),,False,N,False,False,V,,,,,False,1.0,COLLECT,4c659ffc-b0fb-420c-a,2025-03-12 00:35:00,00:35:00,2025,,,,2025,Defective Lights
2025-03-17 06:35:09.640000,7305623.0,CTDI00300,Mohegan Tribal Police,Racial Profile,PSC10146,343540,Incident Id,2025-03-14 00:00:00,March,B,N,F,24,True,False,UNCASVILLE,EMMA BAKER WAY,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,M,,,,,False,1.0,COLLECT,4c659ffc-b0fb-420c-a,2025-03-14 00:10:00,00:10:00,2025,,,,2025,Stop Sign
2025-03-24 06:35:08.873000,7316155.0,CTDI00300,Mohegan Tribal Police,Racial Profile,PSC10146,343627,Incident Id,2025-03-18 00:00:00,March,B,N,M,44,False,False,UNCASVILLE,MOHEGAN SUN CASINO COVE RD,  ,  ,V,G,1.0,0,14-218A,,False,N,False,False,V,,,,,False,1.0,COLLECT,17656ed8-5d48-45b0-b,2025-03-18 00:08:00,00:08:00,2025,,,,2025,Speed Related
2025-03-24 06:35:09.033000,7316203.0,CTDI00300,Mohegan Tribal Police,Racial Profile,182     ,343675,Incident Id,2025-03-21 00:00:00,March,W,M,M,27,True,False,UNCASVILLE,RIVERVIEW GARAGE L2,  ,  ,V,G,1.0,0,MV-92,,False,N,False,False,I,,,,,False,1.0,COLLECT,17656ed8-5d48-45b0-b,2025-03-21 00:34:00,00:34:00,2025,,,,2025,Other
