CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,Reason for Stop
2025-02-26 16:13:30.850000,7236287.0,CTCSP0600,CSP Troop E,Racial Profile,1000004016,2500000821,Incident ID,2025-01-01 00:00:00,January,W,N,F,20,True,False,NORWICH,395 nb exit 11,41 30 18.0540000000,72 6 52.6680000000,V,B,1.0,0,14-96a(a),,False,N,False,False,V,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-01 17:04:06.600000,17:04:06.600000,2025,,,,2025,Defective Lights
2025-02-26 16:13:30.653000,7236209.0,CTCSP0600,CSP Troop E,Racial Profile,1000002621,2500002538,Incident ID,2025-01-02 00:00:00,January,B,N,M,36,True,False,NORTH STONINGTON,"00000 NORWICH WESTERLY RD (NORTH STONINGTON, T102)",41 28 0.4764000000,71 56 14.3160000000,V,G,1.0,0,14-219(b),,False,N,False,False,I,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 20:25:42.420000,20:25:42.420000,2025,,,,2025,Speed Related
2025-02-26 16:13:30.907000,7236299.0,CTCSP0600,CSP Troop E,Racial Profile,1000004228,2500001135,Incident ID,2025-01-02 00:00:00,January,W,N,M,48,True,True,NORWICH,"00000 RAMP 29 RT 2 E  (NORWICH, T104)",41 32 39.5736000000,72 5 34.1520000000,V,G,3.0,0,14-219b,,True,O,False,False,V,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 00:25:54.263000,00:25:54.263000,2025,,,,2025,Speed Related
2025-02-26 16:13:30.963000,7236322.0,CTCSP0600,CSP Troop E,Racial Profile,1000004249,2500002069,Incident ID,2025-01-02 00:00:00,January,W,N,F,39,True,True,EAST LYME,95 nb ,41 22 7.2336000000,72 12 10.6560000000,V,G,1.0,0,14-296aa(b),,False,N,False,False,V,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 14:28:04.790000,14:28:04.790000,2025,,,,2025,Cell Phone
2025-02-26 16:13:31.257000,7236419.0,CTCSP0600,CSP Troop E,Racial Profile,1000004782,2500002480,Incident ID,2025-01-02 00:00:00,January,W,N,M,42,False,False,GROTON,I-95 Groton,41 21 49.3164000000,72 3 53.3160000000,V,B,1.0,0,14-244,,False,N,False,False,V,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 19:27:02.933000,19:27:02.933000,2025,,,,2025,Moving Violation
2025-02-26 16:13:31.263000,7236420.0,CTCSP0600,CSP Troop E,Racial Profile,1000004782,2500002502,Incident ID,2025-01-02 00:00:00,January,W,N,F,29,False,False,NORTH STONINGTON,I-95 Stonington,41 25 22.3860000000,71 50 12.1200000000,V,B,1.0,0,14-233,,False,N,False,False,V,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 19:42:46.973000,19:42:46.973000,2025,,,,2025,Moving Violation
2025-02-26 16:13:31.030000,7236347.0,CTCSP0600,CSP Troop E,Racial Profile,1000004376,2500001743,Incident ID,2025-01-02 00:00:00,January,W,N,M,54,True,True,GRISWOLD,"00000 SLATER AVE (GRISWOLD, T058)",41 35 46.1220000000,71 58 39.9720000000,V,B,1.0,0,14-299,,False,N,False,False,I,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 10:53:59.510000,10:53:59.510000,2025,,,,2025,Traffic Control Signal
2025-02-26 16:13:31.370000,7236461.0,CTCSP0600,CSP Troop E,Racial Profile,1000004796,2500001206,Incident ID,2025-01-02 00:00:00,January,W,N,F,39,True,False,GRISWOLD,"00000 I 395  (GRISWOLD, T058)",41 35 42.1692000000,71 58 3.4320000000,V,B,1.0,0,14-219,,False,N,False,False,W,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 02:49:23.913000,02:49:23.913000,2025,,,,2025,Speed Related
2025-02-26 16:13:31.373000,7236463.0,CTCSP0600,CSP Troop E,Racial Profile,1000004796,2500001258,Incident ID,2025-01-02 00:00:00,January,W,N,M,33,False,False,GRISWOLD,"00000 I 395  (GRISWOLD, T058)",41 35 42.1692000000,71 58 3.4320000000,V,B,1.0,0,14-219,,False,N,False,False,N,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 05:49:15.650000,05:49:15.650000,2025,,,,2025,Speed Related
2025-02-26 16:13:31.507000,7236518.0,CTCSP0600,CSP Troop E,Racial Profile,1000004857,2500001182,Incident ID,2025-01-02 00:00:00,January,W,N,M,23,True,False,GRISWOLD,"00000 E MAIN ST (GRISWOLD, T058)",41 36 46.8828000000,71 58 6.0960000000,V,G,1.0,0,14-236,,False,N,False,False,I,,,,,False,1.0,CTCSP0000,133850779619033794,2025-01-02 01:46:22.803000,01:46:22.803000,2025,14-236,,,2025,Moving Violation
