CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,Reason for Stop
2025-02-15 00:22:42.033000,7204690.0,CT0014800,Wallingford,Racial Profile,1000209,2500000061,Incident ID,2025-01-01 00:00:00,January,I,M,F,35,True,False,WALLINGFORD,860 North Colony Road,  ,  ,V,B,1.0,0,14-215,,False,N,False,False,M,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 15:32:43.633000,15:32:43.633000,2025,,,,2025,Administrative Offense
2025-02-15 00:22:42.043000,7204693.0,CT0014800,Wallingford,Racial Profile,1000209,2500000080,Incident ID,2025-01-01 00:00:00,January,W,H,F,28,True,True,WALLINGFORD,s colony / prince,  ,  ,V,G,1.0,0,14-96a(a),,False,N,False,False,V,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 21:29:10.220000,21:29:10.220000,2025,,,,2025,Defective Lights
2025-02-15 00:22:42.040000,7204692.0,CT0014800,Wallingford,Racial Profile,1000209,2500000076,Incident ID,2025-01-01 00:00:00,January,B,N,F,27,True,False,WALLINGFORD,906 n colony rd,  ,  ,V,G,1.0,0,14-96a(a),,False,N,False,False,V,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 20:34:10.007000,20:34:10.007000,2025,,,,2025,Defective Lights
2025-02-15 00:22:42.280000,7204762.0,CT0014800,Wallingford,Racial Profile,1000276,2500000082,Incident ID,2025-01-01 00:00:00,January,W,N,M,52,True,False,WALLINGFORD,pent hwy,  ,  ,I,G,1.0,0,14-236,,False,N,False,False,N,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 23:00:10.857000,23:00:10.857000,2025,,,,2025,Moving Violation
2025-02-15 00:22:42.553000,7204847.0,CT0014800,Wallingford,Racial Profile,1000291,2500000036,Incident ID,2025-01-01 00:00:00,January,W,M,M,53,True,False,WALLINGFORD, DURHAM RD/WILLIAMS RD,  ,  ,V,G,1.0,0,14-12(a)*,,False,N,False,False,W,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 09:10:31.040000,09:10:31.040000,2025,,,,2025,Registration
2025-02-15 00:22:42.560000,7204850.0,CT0014800,Wallingford,Racial Profile,1000291,2500000054,Incident ID,2025-01-01 00:00:00,January,W,N,F,33,True,False,WALLINGFORD," CASS AVE/COLONY RD (WALLINGFORD, T148)",  ,  ,V,G,1.0,0,14-296aa(b1st,,False,N,False,False,I,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 14:03:15.690000,14:03:15.690000,2025,,,,2025,Cell Phone
2025-02-15 00:22:42.277000,7204761.0,CT0014800,Wallingford,Racial Profile,1000276,2500000068,Incident ID,2025-01-01 00:00:00,January,W,N,M,44,True,False,WALLINGFORD,rt68nconn,  ,  ,V,B,1.0,0,14-96a(a),,False,N,False,False,V,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 17:45:58.063000,17:45:58.063000,2025,,,,2025,Defective Lights
2025-02-15 00:22:42.040000,7204691.0,CT0014800,Wallingford,Racial Profile,1000209,2500000066,Incident ID,2025-01-01 00:00:00,January,W,H,F,46,True,True,WALLINGFORD,707 North Colony Road,  ,  ,V,B,1.0,0,14-12(a)*,,False,N,False,False,V,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 17:17:56.510000,17:17:56.510000,2025,,,,2025,Registration
2025-02-15 00:22:42.557000,7204848.0,CT0014800,Wallingford,Racial Profile,1000291,2500000043,Incident ID,2025-01-01 00:00:00,January,W,N,M,78,True,False,WALLINGFORD,Promontory Rd/Leigus Rd,  ,  ,V,G,1.0,0,14-242,,False,N,False,False,V,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 11:23:04.503000,11:23:04.503000,2025,,,,2025,Moving Violation
2025-02-15 00:22:42.560000,7204849.0,CT0014800,Wallingford,Racial Profile,1000291,2500000051,Incident ID,2025-01-01 00:00:00,January,W,M,F,18,True,False,WALLINGFORD, CASS AVE/COLONY RD,  ,  ,V,G,1.0,0,14-296aa(b1st,,False,N,False,False,W,,,,,False,1.0,CT0014800,133840705578563148,2025-01-01 13:50:29.560000,13:50:29.560000,2025,,,,2025,Cell Phone
