CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,Reason for Stop
2025-02-15 19:38:45.020000,7219996.0,CT0014400,Trumbull,Racial Profile,5222,2500000037,Incident ID,2025-01-01 00:00:00,January,W,H,F,38,True,False,TRUMBULL,Main Street/Old Town Rd,41 13 49.2528,73 13 11.9136,V,G,2.0,0,14-96a(a),,False,N,False,False,I,,,,,False,1.0,CT0014400,133841399185954346,2025-01-01 20:42:35.443000,20:42:35.443000,2025,14-213b,,,2025,Defective Lights
2025-02-15 19:38:44.963000,7219970.0,CT0014400,Trumbull,Racial Profile,5171,2500000019,Incident ID,2025-01-01 00:00:00,January,W,N,M,19,True,True,TRUMBULL,Edison Rd/Woosley Dr,41 14 34.2816,73 12 22.7088,V,B,1.0,0,14-236,,False,N,False,False,V,,,,,False,1.0,CT0014400,133841399185954346,2025-01-01 12:14:03.433000,12:14:03.433000,2025,,,,2025,Moving Violation
2025-02-15 19:38:45.020000,7219995.0,CT0014400,Trumbull,Racial Profile,5222,2500000032,Incident ID,2025-01-01 00:00:00,January,B,N,M,19,True,False,Trumbull,5065 Main Street,41 13 49.2528,73 13 11.9136,E,G,1.0,0,14-12(a)*,,False,N,False,False,I,,,,,False,1.0,CT0014400,133841399185954346,2025-01-01 19:05:55.250000,19:05:55.250000,2025,,,,2025,Registration
2025-02-15 19:38:45.050000,7220008.0,CT0014400,Trumbull,Racial Profile,5223,2500000034,Incident ID,2025-01-01 00:00:00,January,W,N,M,19,True,False,STRATFORD,RT 108 at Hawley Ln,41 13 49.8468,73 9 15.5664,E,G,1.0,0,14-96y,,False,N,False,False,V,,,,,False,1.0,CT0014400,133841399185954346,2025-01-01 19:51:11.623000,19:51:11.623000,2025,14-96y,,,2025,Defective Lights
2025-02-15 19:38:45.257000,7220093.0,CT0014400,Trumbull,Racial Profile,5268,2500000036,Incident ID,2025-01-01 00:00:00,January,W,N,M,17,True,True,TRUMBULL,Main St at Route 127,41 15 26.6004,73 13 10.326,E,B,1.0,0,14-18(a)(2),,False,N,False,False,V,,,,,False,1.0,CT0014400,133841399185954346,2025-01-01 20:13:12.737000,20:13:12.737000,2025,,,,2025,Display of Plates
2025-02-15 19:38:44.963000,7219971.0,CT0014400,Trumbull,Racial Profile,5171,2500000078,Incident ID,2025-01-02 00:00:00,January,W,N,F,21,True,True,TRUMBULL,Rt 127/Wesley Dr.,41 14 35.6244,73 11 35.3148,V,B,1.0,0,14-218a,,False,N,False,False,W,,,,,False,1.0,CT0014400,133841399185954346,2025-01-02 12:31:38.690000,12:31:38.690000,2025,,,,2025,Speed Related
2025-02-15 19:38:44.967000,7219972.0,CT0014400,Trumbull,Racial Profile,5171,2500000082,Incident ID,2025-01-02 00:00:00,January,W,H,M,23,True,False,BRIDGEPORT,Oldtown Rd/ Cambridge Dr,41 13 46.5996,73 12 5.3388,V,B,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,CT0014400,133841399185954346,2025-01-02 13:15:50.573000,13:15:50.573000,2025,,,,2025,Stop Sign
2025-02-15 19:38:45.080000,7220022.0,CT0014400,Trumbull,Racial Profile,5231,2500000055,Incident ID,2025-01-02 00:00:00,January,W,N,M,18,True,False,TRUMBULL,RT 111/Old Mine Rd,41 17 22.1388,73 14 5.1144,V,G,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0014400,133841399185954346,2025-01-02 02:54:35.737000,02:54:35.737000,2025,,,,2025,Speed Related
2025-02-15 19:38:45.190000,7220067.0,CT0014400,Trumbull,Racial Profile,5257,2500000092,Incident ID,2025-01-02 00:00:00,January,B,N,F,40,True,False,TRUMBULL,Old Town Road/Quarry Rd,41 13 21.982188,73 1 45.058908,E,G,1.0,0,14-96c,,False,N,False,False,V,,,,,False,1.0,CT0014400,133841399185954346,2025-01-02 19:07:04.500000,19:07:04.500000,2025,,,,2025,Defective Lights
2025-02-15 19:38:45.190000,7220068.0,CT0014400,Trumbull,Racial Profile,5257,2500000095,Incident ID,2025-01-02 00:00:00,January,W,N,M,56,True,True,TRUMBULL," WHITE PLAINS RD/RESERVOIR AVE (TRUMBULL, T144)",0 0 0,0 0 0,V,G,1.0,0,14-299,,False,N,False,False,I,,,,,False,1.0,CT0014400,133841399185954346,2025-01-02 20:13:50.367000,20:13:50.367000,2025,,,,2025,Traffic Control Signal
