CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year
4/15/21 20:44,5514480.0,CT0015900,Wethersfield,Racial Profile,250027,2100003277,Incident ID,"Monday, March 15, 2021",March,B,N,M,26,True,False,WETHERSFIELD,Wolcott Hill Rd @ Jordan Lane,  ,  ,E,G,1.0,0,14-18a,,False,N,False,False,V,,,,,False,1.0,CT0015900,132630074951801858,3/15/21 3:18,3:18:31 AM,r8,14-18a,,Display of Plates,2021
5/15/21 20:47,5544063.0,CT0015900,Wethersfield,Racial Profile,250027,2100004911,Incident ID,"Tuesday, April 13, 2021",April,B,N,F,56,True,False,WETHERSFIELD,Nott Street @ Silas Deane Hwy,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0015900,132655996201423050,4/13/21 6:04,6:04:54 AM,r8,,,Speed Related,2021
6/15/21 20:45,5563748.0,CT0015900,Wethersfield,Racial Profile,250027,2100006533,Incident ID,"Sunday, May 16, 2021",May,W,N,M,24,True,True,WETHERSFIELD,Wolcott Hill Road @ Nott Street,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,I,,,,,False,1.0,CT0015900,132682779423161234,5/16/21 21:37,9:37:22 PM,r8,14-301,,Stop Sign,2021
6/15/21 20:45,5563749.0,CT0015900,Wethersfield,Racial Profile,250027,2100006776,Incident ID,"Thursday, May 20, 2021",May,W,H,F,26,True,False,WETHERSFIELD,Berlin Turnpike @ Pawtucket St,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,,,,,False,1.0,CT0015900,132682779423161234,5/20/21 20:50,8:50:43 PM,r8,14-299,,Traffic Control Signal,2021
6/15/21 20:45,5563750.0,CT0015900,Wethersfield,Racial Profile,250027,2100007266,Incident ID,"Sunday, May 30, 2021",May,W,N,M,31,True,False,NEWINGTON,Berlin Turnpike @ Arrow Road,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,,,,,False,1.0,CT0015900,132682779423161234,5/30/21 2:06,2:06:52 AM,r8,14-299,,Traffic Control Signal,2021
8/15/21 20:43,5597510.0,CT0015900,Wethersfield,Racial Profile,250027,2100009531,Incident ID,"Saturday, July 10, 2021",July,W,H,M,32,True,False,WETHERSFIELD,Berlin Turnpike @ Pawtucket,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,,,,,False,1.0,CT0015900,132735482352240580,7/10/21 20:41,8:41:51 PM,r8,14-299,,Traffic Control Signal,2021
9/15/21 20:46,5627401.0,CT0015900,Wethersfield,Racial Profile,250027,2100011073,Incident ID,"Saturday, August 7, 2021",August,W,N,F,47,True,False,WETHERSFIELD,silas deane ar Mill street,  ,  ,V,G,1.0,0,14-236,,False,N,False,False,V,,,,,False,1.0,CT0015900,132762267955336000,8/7/21 1:06,1:06:41 AM,r8,14-236,,Moving Violation,2021
10/15/21 20:45,5660896.0,CT0015900,Wethersfield,Racial Profile,250027,2100012446,Incident ID,"Thursday, September 2, 2021",September,W,N,M,35,True,True,WETHERSFIELD,Silas Deane Hwy @ Cumberland Avenue,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,,,,,False,1.0,CT0015900,132788186983298015,9/2/21 9:14,9:14:39 AM,r8,14-299,,Traffic Control Signal,2021
12/15/21 20:45,5825470.0,CT0015900,Wethersfield,Racial Profile,250027,2100018115,Incident ID,"Monday, November 29, 2021",November,W,N,M,1,True,False,ROCKY HILL,Hangdog Ln,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,N,,,,,False,1.0,CT0015900,132840926979696728,11/29/21 18:02,6:02:06 PM,r8,,,Stop Sign,2021
1/15/22 20:44,5876786.0,CT0015900,Wethersfield,Racial Profile,250027,2100020137,Incident ID,"Tuesday, December 28, 2021",December,W,H,M,64,True,False,WETHERSFIELD,Silas Deane Hwy @ Wells Road,  ,  ,V,G,1.0,0,14-245,,False,N,False,False,V,,,,,False,1.0,CT0015900,132867710418478714,12/28/21 13:26,1:26:14 PM,r8,14-245,,Moving Violation,2021
3/15/21 20:47,5460665.0,CT0015900,Wethersfield,Racial Profile,250028,2100001948,Incident ID,"Wednesday, February 17, 2021",February,W,N,M,50,True,True,WETHERSFIELD,Silas @ Wells ,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,,,,,False,1.0,CT0015900,132603292752973882,2/17/21 6:25,6:25:30 AM,r8,,,Traffic Control Signal,2021
3/15/21 20:47,5460666.0,CT0015900,Wethersfield,Racial Profile,250028,2100002126,Incident ID,"Monday, February 22, 2021",February,W,H,F,25,True,False,WETHERSFIELD,Wells @ Willow ,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0015900,132603292752973882,2/22/21 0:49,12:49:52 AM,r8,,,Speed Related,2021
4/15/21 20:44,5514481.0,CT0015900,Wethersfield,Racial Profile,250028,2100003337,Incident ID,"Tuesday, March 16, 2021",March,W,N,M,53,True,False,Wethersfield,cedar@willard,  ,  ,I,G,1.0,0,53a-125b,,False,N,False,False,N,,,,,False,1.0,CT0015900,132630074951801858,3/16/21 5:15,5:15:31 AM,r8,,,Other,2021
