CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,ReasonforStop
5/15/24 9:21,6876820.0,CT0015600,West Haven,Racial Profile,1000274,2400019343,Incident ID,"Wednesday, April 24, 2024",April,W,N,F,45,True,True,West Haven,Kelsey/Circle,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,I,,,,,False,1.0,CT0015600,133602528761568124,4/24/24 8:51,8:51:03 AM,2024,14-301,,,2024,Stop Sign
5/15/24 9:21,6876821.0,CT0015600,West Haven,Racial Profile,1000274,2400019370,Incident ID,"Wednesday, April 24, 2024",April,B,N,M,27,True,False,West Haven,Capt Thomas/Savin,  ,  ,V,G,1.0,0,14-96l(a),,False,N,False,False,V,,,,,False,1.0,CT0015600,133602528761568124,4/24/24 13:08,1:08:29 PM,2024,14-96l(a),,,2024,Defective Lights
5/15/24 9:21,6876823.0,CT0015600,West Haven,Racial Profile,1000274,2400020258,Incident ID,"Monday, April 29, 2024",April,W,N,F,72,True,True,West Haven,Kelsey/Capt Thomas,  ,  ,E,G,1.0,0,14-96a(a),,False,N,False,False,V,,,,,False,1.0,CT0015600,133602528761568124,4/29/24 8:35,8:35:16 AM,2024,14-96a(a),,,2024,Defective Lights
5/15/24 9:21,6876824.0,CT0015600,West Haven,Racial Profile,1000274,2400020283,Incident ID,"Monday, April 29, 2024",April,I,N,M,21,True,True,West Haven,Zegmont/Ruden,  ,  ,E,G,1.0,0,14-96,,False,N,False,False,V,,,,,False,1.0,CT0015600,133602528761568124,4/29/24 10:43,10:43:47 AM,2024,14-96,,,2024,Defective Lights
6/15/24 9:24,6927778.0,CT0015600,West Haven,Racial Profile,1000274,2400020626,Incident ID,"Wednesday, May 1, 2024",May,W,N,F,49,True,False,West Haven,Washington/Main,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,CT0015600,133629314522921892,5/1/24 10:19,10:19:25 AM,2024,14-301,,,2024,Stop Sign
6/15/24 9:24,6927784.0,CT0015600,West Haven,Racial Profile,1000274,2400022121,Incident ID,"Thursday, May 9, 2024",May,W,N,M,26,True,True,West Haven,First/North,  ,  ,V,G,1.0,0,14-100a,,False,N,False,False,V,,,,,False,1.0,CT0015600,133629314522921892,5/9/24 10:37,10:37:48 AM,2024,14-100a,,,2024,Seatbelt
6/15/24 9:24,6927788.0,CT0015600,West Haven,Racial Profile,1000274,2400023526,Incident ID,"Friday, May 17, 2024",May,W,N,M,25,True,True,West Haven," FIRST AVE/RICHARDS PL (West Haven, T156)",  ,  ,V,G,1.0,0,14-301,,False,N,False,False,I,,,,,False,1.0,CT0015600,133629314522921892,5/17/24 11:11,11:11:22 AM,2024,14-301,,,2024,Stop Sign
6/15/24 9:24,6927789.0,CT0015600,West Haven,Racial Profile,1000274,2400025588,Incident ID,"Wednesday, May 29, 2024",May,W,N,M,67,True,False,West Haven,Campbell/Church,  ,  ,E,G,1.0,0,14-96l(a),,False,N,False,False,V,,,,,False,1.0,CT0015600,133629314522921892,5/29/24 10:57,10:57:58 AM,2024,14-96l(a),,,2024,Defective Lights
7/15/24 9:23,6949248.0,CT0015600,West Haven,Racial Profile,1000274,2400029411,Incident ID,"Thursday, June 20, 2024",June,W,N,F,27,False,False,West Haven,Kelsey/Circle,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,CT0015600,133655233791620186,6/20/24 20:07,8:07:07 PM,2024,14-301,,,2024,Stop Sign
2/15/24 9:21,6785465.0,CT0015600,West Haven,Racial Profile,1000331,2400000532,Incident ID,"Thursday, January 4, 2024",January,B,N,M,52,True,False,West Haven,Boston Post Road X Fairfax,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,,,,,False,1.0,CT0015600,133524805031289569,1/4/24 13:00,1:00:03 PM,2024,,,,2024,Traffic Control Signal
